table,permaticker,ticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SF1,116088,BRY,BERRY PETROLEUM CORP,NASDAQ,N,Domestic,,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,3 - Small,2 - Micro,,USD,TEXAS U.S.A,2018-08-23,2018-07-28,2018-07-26,2018-08-29,2017-06-30,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001705873,http://www.berrypetroleum.com
SF1,116089,FOCS,FOCUS FINANCIAL PARTNERS INC,NASDAQ,N,Domestic,34417P100,6282,Finance Insurance and Real Estate,INVESTMENT ADVICE,,Trading,Financial Services,Asset Management,4 - Mid,2 - Micro,,USD,NEW YORK U.S.A,2018-08-28,2018-07-28,2018-07-26,2018-08-29,2017-03-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001651052,http://www.focusfinancialpartners.com
SF1,116090,WISA,SUMMIT SEMICONDUCTOR INC,NASDAQ,N,Domestic,,3674,Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,Electronic Equipment,Technology,Semiconductors,,1 - Nano,,USD,OREGON U.S.A,2018-07-28,2018-07-28,2018-07-27,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001682149,http://www.summitwireless.com
SF1,116091,TENB,TENABLE HOLDINGS INC,NASDAQ,N,Domestic,,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Infrastructure,,2 - Micro,,USD,MARYLAND U.S.A,2018-07-28,2018-07-28,2018-07-26,2018-08-29,2016-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001660280,http://www.tenable.com
SF1,116092,ADIL,ADIAL PHARMACEUTICALS INC,NASDAQ,N,Domestic,,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,,,,USD,VIRGINIA U.S.A,2018-07-28,2018-07-28,2018-07-27,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001513525,http://www.adialpharma.com
SF1,116094,CFGI,CROWN FINANCIAL GROUP INC,NASDAQ,Y,Domestic,55301Q102 22834Q108,6211,Finance Insurance and Real Estate,SECURITY BROKERS DEALERS & FLOTATION COMPANIES,,Trading,Financial Services,Capital Markets,1 - Nano,2 - Micro,,USD,NEW JERSEY U.S.A,2018-07-28,2018-07-28,1994-01-20,2005-10-14,1997-12-31,2004-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000913781,
SF1,116095,HTHR,HAWTHORNE FINANCIAL CORP,NASDAQ,Y,Domestic,420542102,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,3 - Small,2 - Micro,,USD,CALIFORNIA U.S.A,2018-07-28,2018-07-28,1986-01-01,2004-06-04,1997-12-31,2004-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000046267,
SF1,116096,T1,AT&T CORP,NYSE,Y,Domestic,001957505 001957109 001957406,4813,Transportation Communications Electric Gas and Sanitary Service,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Communication,Communication Services,Telecom Services,5 - Large,5 - Large,,USD,NEW JERSEY U.S.A,2018-07-28,2018-07-28,1986-01-01,2005-11-18,1997-09-30,2005-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000005907,
SF1,116097,BWE,BANCWEST CORP,NASDAQ,Y,Domestic,,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,4 - Mid,3 - Small,,USD,HAWAII U.S.A,2018-07-27,2018-07-27,1986-01-01,2001-12-19,1997-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000036377,
SF1,116098,RAPT1,RAPTOR INVESTMENTS INC,NASDAQ,Y,Domestic,699163101,2050,Manufacturing,BAKERY PRODUCTS,,Food Products,Consumer Defensive,Packaged Foods,1 - Nano,1 - Nano,GRLF RAPT,USD,NEW JERSEY U.S.A,2018-07-27,2018-07-27,1994-05-16,2005-04-11,1997-12-31,1999-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915661,
SF1,116099,RSE1,ROUSE COMPANY,NYSE,Y,Domestic,,6512,Finance Insurance and Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,,Real Estate,Real Estate,REIT - Diversified,4 - Mid,3 - Small,RSE,USD,MARYLAND U.S.A,2018-07-27,2018-07-27,1986-01-01,2004-11-12,1997-12-31,2004-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000085388,
SF1,116100,COV1,COVANTA ENERGY CORP,NYSE,Y,Domestic,676346109 22281N103 22281N202,4991,Transportation Communications Electric Gas and Sanitary Service,COGENERATION SERVICES & SMALL POWER PRODUCERS,,Almost Nothing,Utilities,Utilities - Diversified,3 - Small,4 - Mid,COV,USD,NEW JERSEY U.S.A,2018-07-27,2018-07-27,1986-01-01,2002-03-28,1997-12-31,2003-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000073902,
SF1,116101,NXCD,NEXTCARD INC,NASDAQ,Y,Domestic,65332K107,6141,Finance Insurance and Real Estate,PERSONAL CREDIT INSTITUTIONS,,Banking,Financial Services,Credit Services,3 - Small,2 - Micro,,USD,CALIFORNIA U.S.A,2018-07-27,2018-07-27,1999-05-17,2002-02-07,1997-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001081015,
SF1,116102,NCTI,NCT GROUP INC,NASDAQ,Y,Domestic,62888Q109 655279107,3690,Manufacturing,MISCELLANEOUS ELECTRICAL MACHINERY EQUIPMENT & SUPPLIES,,Electrical Equipment,Industrials,Diversified Industrials,2 - Micro,1 - Nano,,USD,CONNECTICUT U.S.A,2018-07-27,2018-07-27,1990-02-27,2005-10-14,1997-09-30,2006-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000722051,
SF1,116103,BNK2,BANKNORTH GROUP INC,NYSE,Y,Domestic,711147108,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,4 - Mid,3 - Small,BNK,USD,MAINE U.S.A,2018-07-27,2018-07-27,1986-12-05,2005-03-01,1997-12-31,2004-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000829750,
SF1,116104,PNTA,PENTASTAR COMMUNICATIONS INC,NASDAQ,Y,Domestic,709632103,4899,Transportation Communications Electric Gas and Sanitary Service,COMMUNICATIONS SERVICES NEC,,Communication,Communication Services,Telecom Services,2 - Micro,1 - Nano,,USD,COLORADO U.S.A,2018-07-27,2018-07-27,1999-10-28,2002-03-28,1999-09-30,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001093221,
SF1,116105,STOK,STOCKWALK GROUP INC,NASDAQ,Y,Domestic,86149C104 67065C104 629207101,6211,Finance Insurance and Real Estate,SECURITY BROKERS DEALERS & FLOTATION COMPANIES,,Trading,Financial Services,Capital Markets,2 - Micro,2 - Micro,,USD,MINNESOTA U.S.A,2018-07-27,2018-07-27,1999-10-06,2002-02-06,1997-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001136,
SF1,116106,HABK,HAMILTON BANCORP INC,NASDAQ,Y,Domestic,407013101 407008101,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,2 - Micro,2 - Micro,,USD,FLORIDA U.S.A,2018-07-27,2018-07-27,1997-03-27,2002-01-11,1997-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000894172,
SF1,116107,MWB,MYWEB INC COM,NYSEMKT,Y,Domestic,44912103,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,2 - Micro,1 - Nano,ASMC,USD,NEVADA U.S.A,2018-07-27,2018-07-27,2000-03-14,2002-03-11,1997-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000823190,
SF1,116108,SHLR,SCHULER RESIDENTIAL INC,NASDAQ,Y,Domestic,808188106,1531,Construction,OPERATIVE BUILDERS,,Construction,Consumer Cyclical,Residential Construction,3 - Small,3 - Small,,USD,HAWAII U.S.A,2018-07-27,2018-07-27,1992-03-23,2002-02-21,1997-12-31,2001-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883705,
SF1,116109,TLCP,TELECORP PCS INC,NASDAQ,Y,Domestic,879300101,3663,Manufacturing,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,,Electronic Equipment,Technology,Communication Equipment,4 - Mid,3 - Small,TLCPA,USD,VIRGINIA U.S.A,2018-07-27,2018-07-27,1999-11-24,2002-02-14,1998-09-30,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001113948,
SF1,116110,ICM,INTERNACIONAL DE CERAMICA SA DE CV,NYSE,Y,ADR,458847209 458847506 P2383Z231,3250,Manufacturing,STRUCTURAL CLAY PRODUCTS,,Construction Materials,Basic Materials,Building Materials,3 - Small,3 - Small,,MXN,MEXICO,2018-07-27,2018-07-27,1994-12-09,2004-10-29,2001-12-31,2003-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001127800,
SF1,116111,STUA,STUDENT ADVANTAGE INC,NASDAQ,Y,Domestic,86386Q105 86386Q204 86386Q303,8600,Services,SERVICES-MEMBERSHIP ORGANIZATIONS,,Personal Services,,None,3 - Small,2 - Micro,STAD,USD,MASSACHUSETTS U.S.A,2018-07-27,2018-07-27,1999-06-21,2004-03-16,1998-06-30,2003-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001073508,
SF1,116112,MOYC,MOYCO TECHNOLOGIES INC,NASDAQ,Y,Domestic,,3843,Manufacturing,DENTAL EQUIPMENT & SUPPLIES,,Medical Equipment,Healthcare,Medical Instruments & Supplies,1 - Nano,1 - Nano,,USD,PENNSYLVANIA U.S.A,2018-07-27,2018-07-27,1996-01-29,2002-12-30,1997-12-31,2003-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000200533,
SF1,116113,CYBR1,CYBER CARE INC,NASDAQ,Y,Domestic,58457T201,8071,Services,SERVICES-MEDICAL LABORATORIES,,Healthcare,Healthcare,Diagnostics & Research,3 - Small,1 - Nano,CYBR,USD,FLORIDA U.S.A,2018-07-27,2018-07-27,1992-09-28,2002-10-31,1997-12-31,2002-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000887904,
SF1,116114,OGLEQ,OGLEBAY NORTON CO,NASDAQ,Y,Domestic,677007205 677007502,1400,Mining,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),,Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,2 - Micro,3 - Small,OGBY OGLE,USD,OHIO U.S.A,2018-07-26,2018-07-26,1986-01-01,2005-01-31,1997-12-31,2005-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001129981,
SF1,116115,TERA,TERAFORCE TECHNOLOGY CORP,NASDAQ,Y,Domestic,88077T109 458144102 157582107,3576,Manufacturing,COMPUTER COMMUNICATIONS EQUIPMENT,,Computers,Technology,Communication Equipment,3 - Small,1 - Nano,,USD,TEXAS U.S.A,2018-07-26,2018-07-26,1986-01-01,2005-08-08,1997-06-30,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000316672,
SF1,116116,KPP,KANEB PIPE LINE PARTNERS L P,NYSE,Y,Domestic,484169107,5171,Wholesale Trade,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,,Wholesale,Energy,Oil & Gas Midstream,3 - Small,3 - Small,,USD,TEXAS U.S.A,2018-07-26,2018-07-26,1990-01-15,2005-06-30,1997-12-31,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000853890,
SF1,116117,GOSHA,OSHKOSH B GOSH INC,NASDAQ,Y,Domestic,688222207 688222306,2300,Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,,Consumer Goods,Consumer Cyclical,Apparel Manufacturing,3 - Small,3 - Small,,USD,WISCONSIN U.S.A,2018-07-26,2018-07-26,1986-01-01,2005-07-14,1997-12-31,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000075042,
SF1,116118,PTZ,PULITZER INC,NYSE,Y,Domestic,745769109,2711,Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,,Printing and Publishing,Consumer Cyclical,Publishing,3 - Small,3 - Small,,USD,MISSOURI U.S.A,2018-07-26,2018-07-26,1999-03-22,2005-06-03,1996-12-31,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001068848,
SF1,116119,PIO1,PIONEER CORP,NYSE,Y,ADR,723646105,3651,Manufacturing,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,,Recreation,Technology,Consumer Electronics,4 - Mid,4 - Mid,PIO,JPY,JAPAN,2018-07-26,2018-07-26,1986-01-01,2006-01-20,1999-03-31,2006-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000078706,
SF1,116120,TRO,TELE CENTRO OESTE CELULAR PARTICIPACOES,NYSE,Y,ADR,,4813,Transportation Communications Electric Gas and Sanitary Service,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,Communication,Communication Services,Telecom Services,3 - Small,3 - Small,,BRL,,2018-07-26,2018-07-26,1998-11-17,2006-03-30,1997-12-31,2004-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001066114,
SF1,116121,MATV,MATAV CABLE SYSTEMS MEDIA LTD,NASDAQ,Y,ADR,576561104,4841,Transportation Communications Electric Gas and Sanitary Service,CABLE & OTHER PAY TELEVISION SERVICES,,Communication,Communication Services,Pay TV,2 - Micro,2 - Micro,,ILS,ISRAEL,2018-07-26,2018-07-26,1996-06-14,2006-06-29,2000-12-31,2004-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001014925,
SF1,116122,TNM,THOMAS NELSON INC,NYSE,Y,Domestic,640376109 640376208 640376AA7,2731,Manufacturing,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,,Printing and Publishing,Consumer Cyclical,Publishing,3 - Small,2 - Micro,TNM.B,USD,TENNESSEE U.S.A,2018-07-26,2018-07-26,1986-01-01,2006-06-12,1997-12-31,2006-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000071023,
SF1,116123,LC1,LIBERTY CORP,NYSE,Y,Domestic,530370105,6311,Finance Insurance and Real Estate,LIFE INSURANCE,,Insurance,Financial Services,Insurance - Life,3 - Small,3 - Small,LC,USD,SOUTH CAROLINA U.S.A,2018-07-26,2018-07-26,1986-01-01,2006-01-31,1997-12-31,2005-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000059229,
SF1,116124,GSTN,GREYSTONE DIGITAL TECHNOLOGY INC,NASDAQ,Y,Domestic,39806G108,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,3 - Small,1 - Nano,EXCC,USD,CALIFORNIA U.S.A,2018-07-26,2018-07-26,1999-12-23,2006-05-31,1998-09-30,2002-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000840254,
SF1,116125,GLACU,GREENLAND ACQUISITION CORP,NASDAQ,N,Domestic,G40981121 G40981139,6770,Finance Insurance and Real Estate,BLANK CHECKS,,Trading,Industrials,Conglomerates,,,GLAC GLACW GLACR,USD,CHINA,2018-07-25,2018-07-25,2018-07-25,2018-08-29,2018-03-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001735041,
SF1,116126,BE,BLOOM ENERGY CORP,NYSE,N,Domestic,93712107,3620,Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,,Electrical Equipment,Utilities,Utilities - Independent Power Producers,,3 - Small,,USD,CALIFORNIA U.S.A,2018-07-25,2018-07-25,2018-07-25,2018-08-29,2016-12-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001664703,http://www.bloomenergy.com
SF1,116127,AQST,AQUESTIVE THERAPEUTICS INC,NASDAQ,N,Domestic,,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,,2 - Micro,,USD,NEW JERSEY U.S.A,2018-07-25,2018-07-25,2018-07-25,2018-08-29,2016-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001398733,http://www.aquestive.com
SF1,116128,DECTF,DECTRON INTERNATIONALE INC,NASDAQ,Y,Domestic,243666104,3585,Manufacturing,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,,Machinery,Basic Materials,Building Materials,1 - Nano,2 - Micro,DECT,USD,,2018-07-25,2018-07-25,1998-10-07,2008-08-14,1997-12-31,2006-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001066042,
SF1,116129,HORT,HINES HORTICULTURE INC,NASDAQ,Y,Domestic,433245107,100,Agriculture Forestry and Fishing,AGRICULTURAL PRODUCTION-CROPS,,Agriculture,Consumer Defensive,Farm Products,2 - Micro,3 - Small,,USD,CALIFORNIA U.S.A,2018-07-25,2018-07-25,1998-06-24,2008-09-19,1997-12-31,2007-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001003515,
SF1,116130,HYNLZ,HENLEY LIMITED PARTNERSHIP,NYSE,Y,Domestic,100577105 42551C108,7900,Services,SERVICES-AMUSEMENT & RECREATION SERVICES,,Entertainment,Consumer Cyclical,Leisure,2 - Micro,1 - Nano,BOS,USD,MASSACHUSETTS U.S.A,2018-07-25,2018-07-25,1986-12-05,2008-02-22,1997-12-31,2002-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001059969,
SF1,116131,FNIN,FINANCIAL INDUSTRIES CORP,NASDAQ,Y,Domestic,317574101,6311,Finance Insurance and Real Estate,LIFE INSURANCE,,Insurance,Financial Services,Insurance - Life,2 - Micro,2 - Micro,,USD,TEXAS U.S.A,2018-07-25,2018-07-25,1986-01-01,2008-07-23,1997-12-31,2008-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000035733,
SF1,116132,OTVLQ,ONETRAVEL HOLDINGS INC,NYSEMKT,Y,Domestic,68275A201 749328100 74266K307,6552,Finance Insurance and Real Estate,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),,Real Estate,Real Estate,Real Estate - General,2 - Micro,2 - Micro,RCG,USD,GEORGIA,2018-07-25,2018-07-25,1996-07-22,2008-09-16,1997-12-31,2005-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000722839,
SF1,116133,TMWD,TUMBLEWEED COMMUNICATIONS CORP,NASDAQ,Y,Domestic,899690101,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,4 - Mid,2 - Micro,,USD,CALIFORNIA U.S.A,2018-07-25,2018-07-25,1999-08-09,2008-09-04,1998-09-30,2008-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001022509,
SF1,116134,POWW,AMMO INC,OTC,N,Domestic,761300102,2330,Manufacturing,WOMEN'S MISSES' AND JUNIORS OUTERWEAR,,Consumer Goods,Consumer Cyclical,Apparel Stores,2 - Micro,1 - Nano,RTRO,USD,CALIFORNIA U.S.A,2018-08-15,2018-07-25,2017-02-07,2018-08-28,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015383,http://ammo-inc.com
SF1,116135,GNSYY,GENESYS SA,NASDAQ,Y,ADR,37185M100,4899,Transportation Communications Electric Gas and Sanitary Service,COMMUNICATIONS SERVICES NEC,,Communication,Communication Services,Telecom Services,1 - Nano,2 - Micro,GNSY,USD,UNITED KINGDOM,2018-07-25,2018-07-25,2001-04-27,2008-07-24,1998-12-31,2005-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001125276,
SF1,116136,NCEM,NEVADA CHEMICALS INC,NASDAQ,Y,Domestic,603665209 64127C107,2890,Manufacturing,MISCELLANEOUS CHEMICAL PRODUCTS,,Chemicals,Basic Materials,Specialty Chemicals,2 - Micro,1 - Nano,,USD,UTAH U.S.A,2018-07-25,2018-07-25,1986-01-01,2008-10-22,1997-12-31,2008-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000356342,
SF1,116137,BPOM,BPO MANAGEMENT SERVICES,NASDAQ,Y,Domestic,64111K107 055969109,7372,Services,SERVICES-PREPACKAGED SOFTWARE,,Business Services,Technology,Software - Application,3 - Small,1 - Nano,NGRU,USD,CALIFORNIA U.S.A,2018-07-25,2018-07-25,1996-07-29,2008-12-31,1997-12-31,2008-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015920,
SF1,116138,ABFIQ,AMERICAN BUSINESS FINANCIAL SERVICES INC,NASDAQ,Y,Domestic,02476B106,6162,Finance Insurance and Real Estate,MORTGAGE BANKERS & LOAN CORRESPONDENTS,,Banking,Financial Services,Specialty Finance,2 - Micro,2 - Micro,ABFI,USD,PENNSYLVANIA U.S.A,2018-07-25,2018-07-25,1997-02-18,2008-06-25,1997-12-31,2004-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000772349,
SF1,116139,TPPHQ,TAPESTRY PHARMACEUTICALS INC,NASDAQ,Y,Domestic,876031204 630795102,2833,Manufacturing,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,1 - Nano,TPPH TPPHD,USD,COLORADO U.S.A,2018-07-25,2018-07-25,1994-08-02,2008-10-09,1997-12-31,2007-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000891504,
SF1,116140,REPL,REPLIMUNE GROUP INC,NASDAQ,N,Domestic,76029N106,2836,Manufacturing,BIOLOGICAL PRODUCTS (NO DISGNOSTIC SUBSTANCES),,Pharmaceutical Products,Healthcare,Biotechnology,,,,USD,MASSACHUSETTS U.S.A,2018-07-24,2018-07-24,2018-07-20,2018-08-29,2017-03-31,2018-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001737953,http://www.replimune.com
SF1,116141,TLRY,TILRAY INC,NASDAQ,N,Domestic,,2833,Manufacturing,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,4 - Mid,1 - Nano,,USD,WASHINGTON U.S.A,2018-08-29,2018-07-24,2018-07-19,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001731348,http://www.tilray.com
SF1,116142,PRVB,PROVENTION BIO INC,NASDAQ,N,Domestic,74374N102,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,2 - Micro,,,USD,NEW JERSEY U.S.A,2018-08-13,2018-07-24,2018-07-24,2018-08-29,2016-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001695357,http://www.proventionbio.com
SF1,116143,PVNNF,PV NANO CELL LTD,OTC,N,ADR,M8179K109,2890,Manufacturing,MISCELLANEOUS CHEMICAL PRODUCTS,,Chemicals,Basic Materials,Specialty Chemicals,1 - Nano,1 - Nano,,USD,ISRAEL,2018-07-24,2018-07-24,2017-12-08,2018-08-28,2013-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001627480,http://www.pvnanocell.com
SF1,116145,ICMI,IMPERIAL CREDIT COMMERCIAL MORTGAGE INVESTMENT CORP,NASDAQ,Y,Domestic,45272T102,6798,Finance Insurance and Real Estate,REAL ESTATE INVESTMENT TRUSTS,,Trading,Real Estate,REIT - Diversified,3 - Small,2 - Micro,,USD,CALIFORNIA U.S.A,2018-07-24,2018-07-24,1997-10-20,2000-03-28,1997-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001042824,
SF1,116146,PWI,PRIMEWEST ENERGY TRUST,NYSE,Y,Canadian,,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,4 - Mid,3 - Small,,USD,ALBERTA CANADA,2018-07-24,2018-07-24,2002-11-20,2008-01-16,2000-12-31,2005-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001136201,
SF1,116147,NAK,NORTHERN DYNASTY MINERALS LTD,NYSEMKT,N,ADR,,1040,Mining,GOLD AND SILVER ORES,,Precious Metals,Basic Materials,Gold,3 - Small,,,CAD,BRITISH COLUMBIA CANADA,2018-07-24,2018-07-24,2003-10-09,2018-08-29,2005-12-31,2017-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001164771,http://www.northerndynastyminerals.com
SF1,116148,KVPBQ,K-V PHARMACEUTICAL CO,NYSE,Y,Domestic,482740206 482740107,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,3 - Small,KV.A KV.B KVPHQ,USD,MISSOURI U.S.A,2018-07-24,2018-07-24,1986-01-01,2013-09-13,1998-03-31,2012-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000057055,
SF1,116149,QURT,QUARTA-RAD INC,OTC,N,Domestic,,3823,Manufacturing,INDUSTRIAL INSTRUMENTS FOR MEASUREMENT DISPLAY AND CONTROL,,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,1 - Nano,1 - Nano,,USD,DELAWARE U.S.A,2018-08-15,2018-07-24,2018-06-26,2018-08-28,2014-12-31,2018-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001549631,http://www.quartarad.com
SF1,116150,SFFC,STATEFED FINANCIAL CORP,NASDAQ,Y,Domestic,857549109,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,1 - Nano,1 - Nano,,USD,IOWA U.S.A,2018-07-24,2018-07-24,1994-01-06,2004-03-10,1997-12-31,2003-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000912567,
SF1,116151,CUBE1,C CUBE MICROSYSTEMS INC,NASDAQ,Y,Domestic,12501N108,3674,Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,Electronic Equipment,Technology,Semiconductors,3 - Small,3 - Small,CUBED,USD,CALIFORNIA U.S.A,2018-07-24,2018-07-24,1994-04-22,2001-06-11,1997-12-31,2001-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001102056,
